title,description,credits,prerequisites
COMP SCI/E C E  756,"Broad introduction to computer-aided design tools for VLSI, emphasizing implementation algorithms and data structures. Topics covered: design styles, layout editors, symbolic compaction, module generators, placement and routing, automatic synthesis, design-rule checking, circuit extraction, simulation and verification.  Students are strongly encourage to have programming skills and to  have taken a course in Digital System Fundamentals such as E C E/COMP SCI  352.",3,
COMP SCI/E C E  757,"Parallel algorithms, principles of parallelism detection and vectorizing compilers, interconnection networks, MIMD machines, processor synchronization, data coherence, multis, dataflow machines, special purpose processors.  Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI  552).",3,
COMP SCI 758,"Advanced topics in computer architecture that explore the implications to architecture of forthcoming evolutionary and revolutionary changes in application demands, software paradigms, and hardware implementation technologies.  Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI  552).",3,
COMP SCI/E C E/E M A/E P/M E  759,An overview of hardware and software solutions that enable the use of advanced computing in tackling computationally intensive Engineering problems. Hands-on learning promoted through programming assignments that leverage emerging hardware architectures and use parallel computing programming languages. Students are strongly encourage to have completed COMP SCI 367 or COMP SCI 400 or to have equivalent experience.,3,
COMP SCI/E C E  760,"Computational approaches to learning: including inductive inference, explanation-based learning, analogical learning, connectionism, and formal models. What it means to learn. Algorithms for learning. Comparison and evaluation of learning algorithms. Cognitive modeling and relevant psychological results.",3,
COMP SCI/E C E  761,"Mathematical foundations of machine learning theory and algorithms. Probabilistic, algebraic, and geometric models and representations of data, mathematical analysis of state-of-the-art learning algorithms and optimization methods, and applications of machine learning. Knowledge of probability [such as MATH/STAT  431 or COMP SCI/E C E  561] and linear algebra [such as MATH 341 or M E/COMP SCI/ECE  532] is required.",3,
COMP SCI 762,"Explore methods and applications of deep learning. Covers cutting-edge topics, including neural architecture design, robustness and reliability of deep learning, learning with less supervision, lifelong machine learning, deep generative modeling, theoretical understanding of deep learning, and interpretable deep learning.",3,
COMP SCI 763,"Security and privacy concerns in data science. Three core subjects will be considered: Differential privacy and algorithmic fairness; Adversarial machine learning; and Applied cryptography, especially with applications to machine learning. In addition, a selection of more advanced topics will be covered. Possible examples include additional notions of privacy, language-based security, robust optimization. A firm grasp of probability/statistics (STAT/MATH  431) is recommended. Previous exposure to at least one of cryptography (COMP SCI/E C E/MATH  435), security (COMP SCI 642), and modern machine learning (COMP SCI/E C E/M E  539 or 540) is also recommended.",3,
COMP SCI 764,"Implementation of database management systems, the impact of new technology on database management systems, back-end database computers, distributed database management systems, concurrency control, and query execution in both distributed and centralized systems, implementation of multiple user views, roll-back and recovery mechanisms, database translation. Students are strongly encouraged to have knowledge of database design (e.g., COMP SCI 564).",3,
COMP SCI 765,"Principles of the visual presentation of data. Survey of Information Visualization, Scientific Visualization, and Visual Analytics. Design and evaluation of visualizations and interactive exploration tools. Introduction to relevant foundations in visual design, human perception, and data analysis. Encodings, layout and interaction. Approaches to large data sets. Visualization of complex data types such as scalar fields, graphs, sets, texts, and multi-variate data. Use of 2D, 3D and motion in data presentations. Implementation issues.",3,
COMP SCI/E C E  766,"Fundamentals of image analysis and computer vision; image acquisition and geometry; image enhancement; recovery of physical scene characteristics; shape-from techniques; segmentation and perceptual organization; representation and description of two-dimensional objects; shape analysis; texture analysis; goal-directed and model-based systems; parallel algorithms and special-purpose architectures. Students are strongly encouraged to have basic proficiency in calculus and linear algebra, such as MATH 340, and basic programming such as COMP SCI 300.",3,
COMP SCI/B M I  767,"Study of computational techniques that facilitate automated analysis, manipulation, denoising, and improvement of large-scale and high resolution medical images. Design and implementation of methods from computer Vision and Machine Learning to efficiently process such image data to answer biologically and clinically meaningful scientific questions. Students are strongly encouraged to have programming skills and basic proficiency in calculus and linear algebra, such as MATH 340.",3,
COMP SCI 769,"Develop algorithms and mathematical models for natural language processing tasks, including text categorization, information retrieval, speech recognition, machine translation, and information extraction. Focus is on the state-of-the-art computational techniques as they are applied to natural language tasks.  Students are strongly encouraged to have knowledge of introductory artificial intelligence (e.g., COMP SCI 540).",3,
COMP SCI/ED PSYCH/PSYCH  770,"Principles of human-computer interaction (HCI); human subjects research methods and procedures, qualitative and quantitative data analysis; and semester-long research project situated in critical domains of HCI, including applications in ubiquitous, affective, assistive, social, and embodied computing.",3,
COMP SCI/B M I  771,"Addresses the problems of representation and reasoning for large amounts of visual data, including images and videos, medical imaging data, and their associated tags or text descriptions. Introduces deep learning in the context of computer vision. Covers topics on visual recognition using deep models, such as image classification, object detection, human pose estimation, action recognition, 3D understanding, and medical image analysis. Emphasizes the design of vision and learning algorithms and models, as well as their practical implementations. Strongly recommended to have knowledge in computer vision or machine learning [such as COMP SCI 540] or medical image analysis [such as B M I / COMP SCI/B M I  567].",3,
COMP SCI 774,"Big Data is often said to deal with four Vs: volume, velocity, variety, and veracity. The focus is on variety and veracity challenges, which often arise in data science projects. In many such projects, data is often incorrect, hard to understand, and come from a variety of sources. Data scientists often spend 80% of their effort to explore, clean, and integrate this data, before analysis can be carried out to extract insights. As a result, managing variety and veracity has received significant attention. Study these topics, understand their challenges, and discuss solutions. These solutions often require data management, machine learning, big data scaling, cloud, crowdsourcing, and user interaction techniques. Knowledge of machine learning/AI [COMP SCI 540], databases [COMP SCI 564] and Python [COMP SCI 320] recommended.",3,
COMP SCI/B M I  775,"Introduces networks as a powerful representation in many real-world domains including biology and biomedicine. Encompasses theory and applications of networks, also referred to as graphs, to study complex systems such as living organisms. Surveys the current literature on computational, graph-theoretic approaches that use network algorithms for biological modeling, analysis, interpretation, and discovery. Enables hands-on experience in network biology by implementing computational projects.",3,
COMP SCI/B M I  776,"Advanced course covering computational problems in molecular biology. The course will study algorithms for problems such as: modeling sequence classes and features, phylogenetic tree construction, gene-expression data analysis, protein and RNA structure prediction, and whole-genome analysis and comparisons.",3,
COMP SCI/E C E  782,"Security and privacy issues in software, networks, and hardware systems. Security vulnerabilities, privacy threats, threats modeling, and mitigation strategies. Privacy issues related to user interaction with devices, online systems, and networks. In addition, a selection of more advanced topics will be covered. Possible examples include applied cryptography in the context of systems, security and privacy policies, user authentication, and cyber-physical systems. Builds on prior experiences with one or more of the following: networking, security, modern machine learning, embedded systems, and mobile computing.",3,
COMP SCI 784,"Foundational concepts in databases and data management. The first part of the course discusses topics on query languages (conjunctive queries, Datalog), their expressivity and complexity of evaluation. The second part studies advanced topics in modern data management, including data streams, massive parallelism, provenance, uncertain data management and privacy. There are no specific course prerequisites. It is strongly encouraged that the students are familiar with databases and relational algebra (COMP SCI 564 or equivalent). Knowledge of algorithms, complexity theory and probability will also be helpful.",3,
COMP SCI 787,"Advanced paradigms for the design and analysis of efficient algorithms, including the use of randomness, linear programming, and semi-definite programming. Applications to data structures, approximating NP-hard optimization problems, learning, on-line and distributed problems.  Students are strongly encouraged to have introductory knowledge of algorithms (e.g., COMP SCI 577)",3,
COMP SCI 790,Grad st; Master's candidates only,1,
COMP SCI 799,Grad students,1,
COMP SCI 809,"Techniques for quantitative analysis of algorithms. Charging arguments, amortization, probabilistic methods. Adversary and information lower bounds. Use of methods from combinatorics, complex analysis, and asymptotics in obtaining precise analyses of quicksort, chained hashing, and other algorithms.  Students are strongly encouraged to have knowledge of algorithms (e.g., COMP SCI 577) or applied math analysis (e.g., MATH 321) and theory of probability (e.g., MATH/STAT  431).",3,
COMP SCI 812,"Survey of algorithms and design paradigms for exact arithmetic, as used in public-key cryptography, computer algebra, and pseudo-random number generation. Topics include primality testing, factorization of integers and polynomials, discrete logarithms, and (optionally) elliptic curves and integer lattices.  Students are strongly encourage to have knowledge of basic abstract algebra (e.g., MATH 541), and intermediate programming ability (e.g., COMP SCI 367 or COMP SCI 300).",3,
COMP SCI 838,Advanced topics of special interest to students in various areas of Computer Science. Each offering of the course will cover a topic selected by the instructor. Credit varies by offering - check with the department to determine how an offering counts toward degree requirements.,1,
COMP SCI 839,Topics selected from advanced areas.,3,
COMP SCI/B M I/PSYCH  841,"Studies the biological and computational basis of intelligence, by combining methods from cognitive science, artificial intelligence, machine learning, computational biology, and cognitive neuroscience. Requires ability to program.",3,
COMP SCI/E C E/STAT  861,"Advanced mathematical theory and methods of machine learning. Statistical learning theory, Vapnik-Chevronenkis Theory, model selection, high-dimensional models, nonparametric methods, probabilistic analysis, optimization, learning paradigms.",3,ECE 830
COMP SCI 880,"Advanced topics in algorithms, complexity, and cryptography. The exact topic varies.",3,
COMP SCI 899,Independent research supervised by a faculty member for students who have completed a master's degree but have not reached dissertator status.,1,
COMP SCI 900,Seminar on recent research on various aspects of computer science.,0,
COMP SCI/B M E/B M I/BIOCHEM/CBE/GENETICS  915,Participants and outside speakers will discuss current research in computation and informatics in biology and medicine. This seminar is required of all CIBM program trainees.,1,
COMP SCI 990,Advanced level mentored reading and research for students with dissertator status.,1,
COMP SCI 999,Advanced level mentored reading and research for dissertators.,1,
MATH 96,"Covers the necessary mathematical tools needed to succeed in our algebra course and provides fundamental mathematical skills. Topics include real numbers, linear equations and inequalities, integral and fractional exponents, polynomials and their arithmetic, polynomial equations and equations with fractional exponents, the quadratic formula and completing the square, systems of two linear equations, graphing, and problem solving using algebra and graphs. All students must pass an assessment on basic mathematical skills to complete the course. The course does not count for degree credit.",3,MATH 96
MATH 112,"Properties of elementary functions, such as polynomial, absolute value, radical, rational, exponential, and logarithmic functions. Topics include equations, inequalities, functions, and their graphs. Students will formulate, analyze, solve, and interpret mathematical and real-world problems. Intended to provide the algebra skills required for calculus.",3,"MATH 96, MATH 112, MATH 118"
MATH 113,"Covers the graphs, properties and geometric significance of trigonometric functions of a real variable. Other topics include trigonometric equations and identities, application, trigonometric form of complex numbers, DeMoivre's theorem, and polar and parametric equations. The course also has a significant number of applications, especially related to other disciplines.",3,"MATH 112, MATH 113"
MATH 114,"The two semester sequence MATH 112-MATH 113 covers similar material as MATH 114, but in a slower pace. Not recommended for students with less than an AB in MATH 96.",5,"MATH 96, MATH 114, MATH 118"
MATH 118,A preparation and introductory math course for students enrolled in the Summer Collegiate Experience program. Includes material from precalculus and calculus and related topics depending on students' results on the math placement exam.,2,
MATH 141,"Develops a habit of mind, competency, and comfort in working with numerical data. Learn to reason and solve quantitative problems from a wide array of authentic contexts and everyday life situations, develop the ability to reason mathematically, and make and evaluate logical arguments supported by quantitative evidence. This course is for students who need to satisfy part A of the Quantitative Reasoning requirement and prepare for QR-B courses, but do not want to continue in the calculus sequence.",3,"MATH 96, MATH 141, MATH 118"
MATH 171,"Topics in algebra, trigonometry and precalculus are integrated with elementary differential calculus. Part of a 2-semester sequence with MATH 217; these two courses together are equivalent to MATH 114 and 221.",5,"MATH 96, MATH 171, MATH 118"
MATH 198,Directed study projects as arranged with a faculty member.,1,
MATH 207,Credit is awarded to students who have completed an appropriate math course abroad at the intermediate level having no direct equivalence within the math department offerings. The study abroad course must be pre-approved by the math department.,1,
MATH 211,"Essential concepts of differential and integral calculus; exponential and logarithmic functions; functions of several variables. Primarily for students in prebusiness and some social sciences. Students preparing for advanced study in mathematics, physics, engineering and other sciences (including most biological sciences) should take MATH 221.",4,"MATH 112, MATH 211 or MATH 221"
MATH 213,"First order differential equations, introduction to multivariable calculus and constrained optimization, infinite sequences and series, methods of approximation, and a brief introduction to probability. Models and applications from business and the social sciences.",3,MATH 211 or MATH 221
MATH 217,"Continuation of MATH 171. Topics in algebra, trigonometry and precalculus are integrated with elementary differential calculus. Completion of MATH 217 implies completion of MATH 221 and 114.",5,MATH 171
MATH 221,Introduction to differential and integral calculus and plane analytic geometry; applications; transcendental functions.,5,"MATH 114 or MATH 112 and MATH 113, MATH 221, MATH 211, MATH 213"
MATH 222,"Techniques of integration, improper integrals, first order ordinary differential equations, sequences and series, Taylor series, vector geometry in two and three dimensions.",4,"MATH 217 or MATH 221, MATH 211 or MATH 213"
MATH 228,"Topics in algebra, trigonometry, differential, integral and multi-variable calculus and analytic geometry will be covered depending on which calculus course MATH 228 is attached to. MATH 228 must be taken in conjunction with the appropriate WES section of MATH 171, 217, 221, 222, or 234.",2,
MATH 234,"Introduction to calculus of functions of several variables; calculus on parameterized curves, derivatives of functions of several variables, multiple integrals, vector calculus.",4,MATH 222
MATH/COMP SCI  240,"Basic concepts of logic, sets, partial order and other relations, and functions. Basic concepts of mathematics (definitions, proofs, sets, functions, and relations) with a focus on discrete structures: integers, bits, strings, trees, and graphs.  Propositional logic, Boolean algebra, and predicate logic. Mathematical induction and recursion. Invariants and algorithmic correctness. Recurrences and asymptotic growth analysis. Fundamentals of counting.",3,MATH 217 or MATH 221
MATH 298,Directed study projects as arranged with a faculty member.,1,
MATH/STAT  309,"Probability and combinatorial methods, discrete and continuous, univariate and multivariate distributions, expected values, moments, normal distribution and derived distributions, estimation.",3,"MATH 234, STAT 311"
MATH/STAT  310,"Mathematical statistical inference aims at providing an understanding of likelihood's central role to statistical inference, using the language of mathematical statistics to analyze statistical procedures, and using the computer as a tool for understanding statistics. Specific topics include: samples and populations, estimation, hypothesis testing, and theoretical properties of statistical inference.",3,"STAT 311, MATH 531, STAT 240, STAT 301, STAT 302, STAT 324, STAT 371, ECON 310"
MATH 319,Review of linear differential equations; series solution of linear differential equations; boundary value problems; Laplace transforms; possibly numerical methods and two dimensional autonomous systems.,3,MATH 222
MATH 320,"An introduction to linear algebra and differential equations with emphasis on the relationship between the theory of linear algebra and analytical and numerical techniques for solving differential equations. Linear algebra topics include linear systems, matrices and their algebra, vector spaces and linear transformations, eigenvalues and eigenvectors. Topics from differential equations include first order ODE, homogeneous and nonhomogeneous linear systems, and numerical methods.",3,MATH 222
MATH 321,"Vector analysis: algebra and geometry of vectors, vector differential and integral calculus, theorems of Green, Gauss, and Stokes; complex analysis: analytic functions, complex integrals and residues, Taylor and Laurent series.",3,"MATH 376, MATH 234 and MATH 319, MATH 234 and MATH 320, MATH 234 and MATH 340, MATH 234 and MATH 341, MATH 234 and MATH 375"
MATH 322,"Sturm-Liouville theory; Fourier series, including mean convergence; boundary value problems for linear second order partial differential equations, including separation of variables and eigenfunction expansions.",3,MATH 321 or MATH 376
MATH 331,"Topics covered include axioms of probability, random variables, the most important discrete and continuous probability distributions, expectation and variance, conditional probability and conditional expectations, Markov's and Chebyshev's inequalities, laws of large numbers, and the central limit theorem. Includes a brief introduction to techniques of multivariate integration.",3,MATH 213 or MATH 222
MATH 340,"An introduction to linear algebra. Topics include matrix algebra, linear systems of equations, vector spaces, sub-spaces, linear dependence, span, basis, rank of matrices, determinants, linear transformations, coordinate representations, kernel, range, eigenvalues and eigenvectors, diagonalization, inner products and orthogonal vectors, symmetric matrices. Covers linear algebra topics in greater depth and detail than MATH 320. Formal techniques in mathematical argument [MATH 341] not covered.",3,MATH 222
MATH 341,"The theory of linear algebra with an introduction to proofs and proof writing. Topics include vector spaces, linear dependence, span, basis, linear transformations, kernel, image, inner products and inner product spaces, geometry, eigenvalues, eigenvectors, standard matrix factorizations. Other content includes basic set theory, logical operations, quantifiers, direct and indirect arguments, and induction. Differential equations [MATH 320] not covered.",3,MATH 234
MATH 375,"Vector spaces and linear transformations, differential calculus of scalar and vector fields, determinants, eigenvalues and eigenvectors, multiple integrals, line integrals, and surface integrals. Freshmen students are invited to enroll by the Department of Mathematics.",5,
MATH 376,Topics in multi-variable calculus and introduction to differential equations.,5,MATH 375
MATH 390,"An introduction to mathematical research. Instruction in ancillary skills such as literature review, mathematical software use, technical  writing and communication, etc. Requires acceptance to the Madison Experimental Mathematics undergraduate research lab.",3,
MATH 407,Credit is awarded to students who have completed an appropriate math course abroad at the advanced level having no direct equivalence within the math department offerings. The study abroad course must be pre-approved by the math department.,1,
MATH 421,Covers material in first and second semester calculus but it is intended to teach math majors to write and understand proofs in mathematics in general and in calculus in particular.,3,MATH 234
MATH/COMP SCI/I SY E  425,"Focuses on optimization problems over discrete structures, such as shortest paths, spanning trees, flows, matchings, and the traveling salesman problem. We will investigate structural properties of these problems, and we will study both exact methods for their solution, and approximation algorithms.",3,MATH 320 or MATH 375
MATH/STAT  431,"Topics covered include axioms of probability, random variables, the most important discrete and continuous probability distributions, expectation and variance, moment generating functions, conditional probability and conditional expectations, multivariate distributions, Markov's and Chebyshev's inequalities, laws of large numbers, and the central limit theorem.",3,MATH 234 or MATH 376
MATH/COMP SCI/E C E  435,Cryptography is the art and science of transmitting digital information in a secure manner. Provides an introduction to its technical aspects.,3,"MATH 320, or 375"
MATH 441,"The integers, emphasizing general group and ring properties. Permutation groups, symmetry groups, polynomial rings, leading to notions of abstract groups and rings. Congruences, computations, including finite fields and applications. Emphasis on concepts and concrete examples and computations.",3,MATH 320 or MATH 375
MATH 443,"Review of matrix algebra. Simultaneous linear equations, linear dependence and rank, vector space, eigenvalues and eigenvectors, diagonalization, quadratic forms, inner product spaces, norms, canonical forms. Discussion of numerical aspects and applications in the sciences.",3,MATH 320 or MATH 375
MATH 444,"Mathematical foundations of networks with an emphasis on their applications in modern data science, using tools from algorithmic graph theory and linear algebra. Topics include: basics of graph theory, network statistics, graph traversal algorithms and implementation, matrix methods, community detection, PageRank, simulation of random graph models.",3,"MATH 320 or MATH 375, COMP SCI 200, COMP SCI 300"
MATH 461,An introduction to Euclidean or non-Euclidean geometry.,3,"MATH 234, MATH 222, MATH 375"
MATH 467,"An introduction to proof writing techniques through a study of classical topics in elementary number theory. Topics include the divisibility, basic properties of primes, congruences, Fermat's theorem.",3,"MATH 234, MATH 222, MATH 222 and MATH 320, MATH 222 and MATH 340"
MATH/CURRIC  471,"Capstone for future middle and high school teachers, drawing connections between higher mathematics and school mathematics.",3,"MATH 341 or MATH 421, MATH 461"
MATH/HIST SCI  473,An historical survey of the main lines of mathematical development.,3,
MATH/COMP SCI/STAT  475,"Problems of enumeration, distribution, and arrangement. Inclusion-exclusion principle. Generating functions and linear recurrence relations. Combinatorial identities. Graph coloring problems. Finite designs. Systems of distinct representatives and matching problems in graphs. Potential applications in the social, biological, and physical sciences. Puzzles. Problem solving.",3,MATH 320 or MATH 375
MATH 490,Intermediate or upper level topics course in mathematics. Topics vary.,1,
MATH 491,Intermediate or upper level topics course in mathematics. Topics vary.,3,
MATH/COMP SCI  513,"Direct and iterative solution of linear and nonlinear systems and of eigenproblems. LU and symmetric LU factorization. Complexity, stability, and conditioning. Nonlinear systems. Iterative methods for linear systems. QR-factorization and least squares. Eigenproblems: local and global methods.",3,"MATH 340 or MATH 375, COMP SCI 200, COMP SCI 300"
MATH/COMP SCI  514,"Polynomial forms, divided differences. Polynomial interpolation. Polynomial approximation: uniform approximation and Chebyshev polynomials, least-squares approximation and orthogonal polynomials. Numerical differentiation and integration. Splines, B-splines and spline approximation. Numerical methods for solving initial and boundary value problems for ordinary differential equations.",3,"MATH 320 or MATH 375 or MATH 322 or MATH 521, COMP SCI 200 or COMP SCI 301, COMP SCI 300"
MATH 519,Provides a rigorous introduction to ordinary differential equations and dynamical systems. Intended for math majors and advanced (or graduate) students in other disciplines.,3,"MATH 320 or MATH 375, MATH 322 or MATH 521"
MATH 521,"The real numbers, elements of set theory, metric spaces and basic topology, sequences and series, limits, continuity, differentiation, integration, sequences and series of functions, uniform convergence.",3,"MATH 234 and MATH 467, MATH 322 or MATH 421"
MATH 522,"Special functions, power series, Fourier series, approximation, contraction principle, characterizations of compactness in metric spaces, applications to differential equations. Differential calculus in normed spaces, including implicit and inverse function theorems. Course is essential for graduate work in mathematics.",3,"MATH 521, MATH 320 or MATH 375"
MATH/COMP SCI/I SY E/STAT  525,"Introduces optimization problems whose constraints are expressed by linear inequalities. Develops geometric and algebraic insights into the structure of the problem, with an emphasis on formal proofs. Presents the theory behind the simplex method, the main algorithm used to solve linear optimization problems. Explores duality theory and theorems of the alternatives.",3,MATH 320 or MATH 443
MATH 531,"A rigorous introduction to probability theory at an advanced undergraduate level. Only a minimal amount of measure theory is used, in particular, the theory of Lebesgue integrals is not needed. It is aimed at math majors and Master's degree students, or students in other fields who will need probability in their future careers. Gives an introduction to the basics (Kolmogorov axioms, conditional probability and independence, random variables, expectation) and discusses some classical results with proofs (DeMoivre-Laplace limit theorems, the study of simple random walk on the one dimensional lattice, applications of generating functions).",3,MATH 376 or MATH 521
MATH 535,"A rigorous introduction to mathematical concepts important for modern data science.   Topics include: matrix factorizations,  optimization theory and algorithms, probabilistic models, finite Markov chains.  Mathematical techniques are motivated by and illustrated on a range of applied problems from machine learning and statistics.",3,"MATH 320, MATH 531, STAT 311, ECE 331, MATH 322, COMP SCI 577"
MATH 540,"Review of linear transformations, duality. Diagonalization of linear transformations.The Cayley Hamilton Theorem. Minimal polynomials. The Jordan canonical form. Exponential function. Inner product spaces, orthonormal bases and Gram-Schmidt orthogonalization. Operators on inner product spaces. Self-adjoint, unitary and positive operators. Spectral theorem. singular value decomposition. Bilinear and quadratic forms. Norms, bounded linear operators, matrix norms. Basic multilinear algebra. This is a second course in linear algebra.",3,"MATH 234 or MAT 375, MATH 320 or MATH 375, MATH 341 or MATH 521"
MATH 541,"Groups, normal subgroups, Cayley's theorem, rings, ideals, homomorphisms, polynomial rings, abstract vector spaces.",3,"MATH 234, or 375, MATH 320 or MATH 375, MATH 341 or MATH 521"
MATH 542,"Field extensions, roots of polynomials, splitting fields, simple extensions, linear transformations, matrices, characteristic roots, canonical forms, determinants.",3,MATH 541
MATH 551,"Topological spaces, connectedness, compactness, separation axioms, metric spaces.",3,"MATH 234, or 375, MATH 320, or 375, MATH 341 MATH or 521"
MATH 552,"Introduction to algebraic topology. Emphasis on geometric aspects, including two-dimensional manifolds, the fundamental group, covering spaces, basic simplicial homology theory, the Euler-Poincare formula, and homotopy classes of mappings.",3,MATH 551 and MATH 541
MATH 561,Theory of curves and surfaces by differential methods.,3,"MATH 320, or 375, MATH 322 or MATH 521"
MATH 567,"A course in number theory covering fundamentals and modern applications in topics of recent interest: Modular arithmetic, quadratic reciprocity, arithmetic functions, zeta function, Diophantine equations, transcendental numbers, Roth's theorem, continued fractions, and the circle method. Optional material from probability including random matrix theory.",3,MATH 541
MATH 570,"Introduces the basic concepts of Set Theory including: Set-theoretical paradoxes and means of avoiding them, sets, relations, functions, orders and well-orders, proof by transfinite induction and definitions by transfinite recursion, cardinal and ordinal numbers and their arithmetic, construction of the real numbers, the axiom of choice and its consequences.",3,"MATH 234 and MATH 467, MATH 341 or MATH 521"
MATH/PHILOS  571,Basics of logic and mathematical proofs; propositional logic; first order logic; undecidability.,3,"MATH 234, or 375, MATH 320 or MATH 375, MATH 341 or MATH 521"
MATH 605,"Intended to provide a rigorous foundation for stochastic modeling of biological systems. The mathematical emphasis is in stochastic analysis and simulation. Biological applications include epidemiological phenomena, biochemical reaction networks and population dynamics.",3,"STAT 311, MATH 531, MATH 320 or MATH 531"
MATH 607,Credit is awarded to students who have completed an appropriate math course abroad at the advanced level having no direct equivalence within the math department offerings. The study abroad course must be pre-approved by the math department.,1,
MATH/B M I/BIOCHEM/BMOLCHEM  609,"Provides a rigorous foundation for mathematical modeling of biological systems. Mathematical techniques include dynamical systems and differential equations. Applications to biological pathways, including understanding of bistability within chemical reaction systems, are emphasized.",3,"MATH 415, MATH 320 or MATH 375"
MATH 616,"An introduction to data-driven dynamical systems, including mathematical theory, methodology, numerical algorithms, applications and the use of a programming language to solve related coding problems. Topics include stochastic toolkits for dynamical systems and data science, linear Gaussian processes, nonlinear stochastic systems, elementary stochastic differential equations, data assimilation, parameter estimation, forecasting and prediction.",3,"MATH 320 or MATH 375, STAT 311, MATH 531, MATH 322 or MATH 467"
MATH 619,"A rigorous introduction to the theoretical underpinnings of the basic methods and techniques in the modern theory of PDEs. It is aimed at math majors, but will also be useful to some students in the sciences, engineering and economics who feel the need for a deeper understanding of the theory of PDEs. The emphasis is on the exposure to a number of different methods of solution of PDEs and their connection to physical phenomena modeled by the equations. The goals include both learning to solve some basic types of PDEs as well as to understand the motivation behind and inner workings of the techniques involved.",3,"MATH 322 or MATH 521, MATH 319 or MATH 519"
MATH 621,"Integration in Euclidean spaces, change of variables, multilinear algebra, vector fields and differential forms, manifolds and tangent spaces, integration on manifolds, Stokes theorem. Classical vector analysis. Cauchy integral theorem.",3,"MATH 522, MATH 521 and MATH 561"
MATH 623,Elementary functions of a complex variable; conformal mapping; complex integrals; the calculus of residues.,3,MATH 321 or MATH 521
MATH 627,"Fourier series and integrals, and their applications.",3,MATH 521
MATH 629,"Lebesgue integral and measure, abstract measure and integration, differentiation, spaces of integrable functions.",3,MATH 522
MATH/I SY E/OTM/STAT  632,"Topics include discrete-time Markov chains, Poisson point processes, continuous-time Markov chains, and renewal processes. Applications to queueing, branching, and other models in science, engineering and business.",3,"STAT 311, MATH 531, MATH 320 or MATH 531"
MATH 635,"Presents an introduction to Brownian motion and its application to stochastic calculus. Sample path properties of Brownian motion, Ito stochastic integrals, Ito's formula, stochastic differential equations and properties of their solutions, and various applications will be included.",3,MATH 521
MATH/E C E  641,"Coding theory. Codes (linear, Hamming, Golay, dual); decoding-encoding; Shannon's theorem; sphere-packing; singleton and Gilbert-Varshamov bounds; weight enumerators; MacWilliams identities; finite fields; other codes (Reed-Muller, cyclic, BCH, Reed-Solomon) and error-correction algorithms.",3,MATH 541
MATH 681,Individual study for honors math majors writing a thesis in mathematics.,3,
MATH 682,Individual study for honors math majors writing a thesis in mathematics.,3,
MATH 691,Individual study for students writing a thesis in mathematics.,2,
MATH 692,Individual study for students writing a thesis in mathematics.,2,
MATH 698,Directed study projects as arranged with a faculty member.,1,
MATH 699,Directed study projects as arranged with a faculty member.,1,
MATH 703,"Study of the linear algebraic structure underlying discrete equilibrium problems. Boundary value problems for continous equilibria: Sturm-Liouville equations, Laplace's equation, Poisson's equation, and the equations for Stokes flow. Contour integration and conformal mapping. Applications of dynamics leading to initial value problems for ODEs and PDEs. Green's functions for ODEs and introduction to asymptotic methods for ODEs, e.g. WKB analysis. Separation of variables and eigenfunction expansions for linear PDEs. Examples from physics and engineering throughout. Knowledge of undergraduate linear algebra, analysis and complex analysis is strongly recommended.",3,
MATH 704,"Derivation, nature and solution of canonical partial differential equations of applied mathematics. Conservation laws, advection, diffusion. First order PDEs, characteristics, shocks. Traffic flow, eikonal and Hamilton-Jacobi equations. Higher order PDEs: classification, Fourier analysis, well-posedness. Series solutions and integral transforms. Green's functions and distributions. Similarity solutions. Asymptotics of Fourier integrals. Laplace's method, stationary phase. Ship waves. Perturbation methods. Knowledge of undergraduate linear algebra, analysis and complex analysis is strongly recommended.",3,
MATH 705,"Advanced introduction to fluid dynamics. Basic concepts; elementary viscous flow; Navier-Stokes equations. Elementary airfoil theory; boundary layers. Vortex motion. Waves. Very viscous flow. Compressible flows. Instabilities, bifurcations, turbulence. Requires working knowledge of multivariate calculus, differential equations and mechanics.",3,
MATH/STAT  709,"Introduction to measure theoretic probability; derivation and transformation of probability distributions; generating functions and characteristic functions; conditional expectation, sufficiency, and unbiased estimation; methods of large sample theory including laws of large numbers and central limit theorems; order statistics.",4,
MATH/STAT  710,"Estimation, efficiency, Neyman-Pearson theory of hypothesis testing, confidence regions, decision theory, analysis of variance, and distribution of quadratic forms.",4,
MATH/COMP SCI  714,"Development of finite difference methods for hyperbolic, parabolic and elliptic partial differential equations. Analysis of accuracy and stability of difference schemes. Direct and iterative methods for solving linear systems. Introduction to finite volume methods. Applications from science and engineering. Students are strongly encouraged to have programming skills (e.g. COMP SCI 200) and some undergraduate numerical analysis (e.g. MATH/COMP SCI  514 or COMP SCI 412), analysis and differential equations (e.g. MATH 322 and MATH 521) and linear algebra (e.g. MATH 341).",3,
